geoid,name,total,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,other_alone,two_or_more_races,latino_alone,county,state,tract,asian_all,other_all
01007010001,"Census Tract 100.01, Bibb County, Alabama",2643.0,2402.0,163.0,0.0,0.0,0.0,0.0,0.0,78.0,007,01,010001,0.0,0.0
01007010002,"Census Tract 100.02, Bibb County, Alabama",6201.0,5696.0,289.0,16.0,0.0,0.0,0.0,36.0,164.0,007,01,010002,0.0,52.0
01007010003,"Census Tract 100.03, Bibb County, Alabama",5032.0,4085.0,890.0,50.0,0.0,0.0,0.0,7.0,0.0,007,01,010003,0.0,57.0
01007010004,"Census Tract 100.04, Bibb County, Alabama",8704.0,4666.0,3617.0,16.0,0.0,0.0,0.0,116.0,289.0,007,01,010004,0.0,132.0
01087231900,"Census Tract 2319, Macon County, Alabama",1348.0,12.0,1333.0,0.0,0.0,0.0,0.0,3.0,0.0,087,01,231900,0.0,3.0
01087231603,"Census Tract 2316.03, Macon County, Alabama",1120.0,127.0,980.0,4.0,0.0,0.0,0.0,5.0,4.0,087,01,231603,0.0,9.0
01087231601,"Census Tract 2316.01, Macon County, Alabama",938.0,181.0,736.0,0.0,0.0,0.0,0.0,0.0,21.0,087,01,231601,0.0,0.0
01087231602,"Census Tract 2316.02, Macon County, Alabama",1528.0,34.0,1427.0,0.0,0.0,0.0,61.0,6.0,0.0,087,01,231602,0.0,67.0
01087231700,"Census Tract 2317, Macon County, Alabama",2538.0,36.0,2390.0,0.0,29.0,0.0,0.0,32.0,51.0,087,01,231700,29.0,32.0
01087231500,"Census Tract 2315, Macon County, Alabama",2890.0,1561.0,1272.0,13.0,0.0,0.0,0.0,20.0,24.0,087,01,231500,0.0,33.0
01087232200,"Census Tract 2322, Macon County, Alabama",2288.0,532.0,1740.0,0.0,0.0,0.0,0.0,6.0,10.0,087,01,232200,0.0,6.0
01087232100,"Census Tract 2321, Macon County, Alabama",1268.0,6.0,1252.0,7.0,0.0,0.0,0.0,3.0,0.0,087,01,232100,0.0,10.0
01087232000,"Census Tract 2320, Macon County, Alabama",1666.0,23.0,1507.0,0.0,0.0,0.0,0.0,28.0,108.0,087,01,232000,0.0,28.0
01087231800,"Census Tract 2318, Macon County, Alabama",950.0,34.0,895.0,0.0,0.0,0.0,0.0,0.0,21.0,087,01,231800,0.0,0.0
01087231400,"Census Tract 2314, Macon County, Alabama",1375.0,401.0,864.0,0.0,0.0,0.0,6.0,28.0,76.0,087,01,231400,0.0,34.0
01087232300,"Census Tract 2323, Macon County, Alabama",1449.0,45.0,1376.0,19.0,9.0,0.0,0.0,0.0,0.0,087,01,232300,9.0,19.0
01001020801,"Census Tract 208.01, Autauga County, Alabama",2913.0,2514.0,208.0,43.0,0.0,0.0,0.0,26.0,122.0,001,01,020801,0.0,69.0
01001020802,"Census Tract 208.02, Autauga County, Alabama",11333.0,9265.0,1733.0,0.0,116.0,0.0,0.0,63.0,156.0,001,01,020802,116.0,63.0
01105687100,"Census Tract 6871, Perry County, Alabama",2938.0,546.0,2387.0,0.0,0.0,0.0,5.0,0.0,0.0,105,01,687100,0.0,5.0
01105686800,"Census Tract 6868, Perry County, Alabama",1041.0,574.0,458.0,0.0,0.0,0.0,0.0,0.0,9.0,105,01,686800,0.0,0.0
01085781000,"Census Tract 7810, Lowndes County, Alabama",2466.0,780.0,1634.0,0.0,0.0,0.0,0.0,6.0,46.0,085,01,781000,0.0,6.0
01105687000,"Census Tract 6870, Perry County, Alabama",5701.0,1723.0,3890.0,7.0,23.0,0.0,0.0,0.0,58.0,105,01,687000,23.0,7.0
01033020901,"Census Tract 209.01, Colbert County, Alabama",4234.0,3926.0,175.0,26.0,29.0,0.0,0.0,43.0,35.0,033,01,020901,29.0,69.0
01085781100,"Census Tract 7811, Lowndes County, Alabama",1538.0,85.0,1422.0,0.0,0.0,0.0,0.0,31.0,0.0,085,01,781100,0.0,31.0
01085781200,"Census Tract 7812, Lowndes County, Alabama",2784.0,583.0,2179.0,0.0,0.0,0.0,0.0,22.0,0.0,085,01,781200,0.0,22.0
01085780800,"Census Tract 7808, Lowndes County, Alabama",3574.0,1067.0,2473.0,9.0,0.0,0.0,0.0,0.0,25.0,085,01,780800,0.0,9.0
01095030903,"Census Tract 309.03, Marshall County, Alabama",5740.0,3867.0,333.0,0.0,0.0,0.0,4.0,45.0,1491.0,095,01,030903,0.0,49.0
01095030701,"Census Tract 307.01, Marshall County, Alabama",3541.0,2621.0,471.0,25.0,42.0,0.0,0.0,55.0,327.0,095,01,030701,42.0,80.0
01095030904,"Census Tract 309.04, Marshall County, Alabama",5657.0,4157.0,5.0,2.0,0.0,0.0,0.0,37.0,1456.0,095,01,030904,0.0,39.0
01095030401,"Census Tract 304.01, Marshall County, Alabama",4505.0,4255.0,34.0,34.0,13.0,0.0,0.0,108.0,61.0,095,01,030401,13.0,142.0
01095030402,"Census Tract 304.02, Marshall County, Alabama",3430.0,3157.0,6.0,14.0,78.0,0.0,0.0,26.0,149.0,095,01,030402,78.0,40.0
01095030702,"Census Tract 307.02, Marshall County, Alabama",3654.0,3148.0,159.0,21.0,60.0,0.0,0.0,177.0,89.0,095,01,030702,60.0,198.0
01121010202,"Census Tract 102.02, Talladega County, Alabama",4023.0,2871.0,947.0,0.0,33.0,0.0,0.0,148.0,24.0,121,01,010202,33.0,148.0
01121010302,"Census Tract 103.02, Talladega County, Alabama",4819.0,2969.0,1719.0,0.0,0.0,14.0,56.0,61.0,0.0,121,01,010302,14.0,117.0
01129044100,"Census Tract 441, Washington County, Alabama",3426.0,2363.0,949.0,0.0,0.0,0.0,0.0,114.0,0.0,129,01,044100,0.0,114.0
01129043900,"Census Tract 439, Washington County, Alabama",2611.0,1892.0,523.0,22.0,158.0,0.0,0.0,7.0,9.0,129,01,043900,158.0,29.0
01129044200,"Census Tract 442, Washington County, Alabama",5046.0,2423.0,1395.0,1219.0,0.0,0.0,0.0,0.0,9.0,129,01,044200,0.0,1219.0
01129044300,"Census Tract 443, Washington County, Alabama",2103.0,1573.0,432.0,8.0,0.0,0.0,0.0,90.0,0.0,129,01,044300,0.0,98.0
01129044000,"Census Tract 440, Washington County, Alabama",3560.0,2656.0,821.0,12.0,1.0,0.0,0.0,7.0,63.0,129,01,044000,1.0,19.0
01081040902,"Census Tract 409.02, Lee County, Alabama",5948.0,4052.0,739.0,0.0,89.0,0.0,28.0,17.0,1023.0,081,01,040902,89.0,45.0
01123962600,"Census Tract 9626, Tallapoosa County, Alabama",1794.0,351.0,1438.0,0.0,0.0,0.0,0.0,1.0,4.0,123,01,962600,0.0,1.0
01097990000,"Census Tract 9900, Mobile County, Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,097,01,990000,0.0,0.0
01123962502,"Census Tract 9625.02, Tallapoosa County, Alabama",2820.0,2731.0,63.0,0.0,0.0,0.0,0.0,0.0,26.0,123,01,962502,0.0,0.0
01123962700,"Census Tract 9627, Tallapoosa County, Alabama",6123.0,4855.0,1209.0,0.0,0.0,0.0,0.0,26.0,33.0,123,01,962700,0.0,26.0
01123962100,"Census Tract 9621, Tallapoosa County, Alabama",4297.0,1939.0,2314.0,0.0,0.0,0.0,0.0,0.0,44.0,123,01,962100,0.0,0.0
01097007500,"Census Tract 75, Mobile County, Alabama",1343.0,0.0,1335.0,0.0,0.0,0.0,0.0,8.0,0.0,097,01,007500,0.0,8.0
01097006701,"Census Tract 67.01, Mobile County, Alabama",6086.0,4138.0,1147.0,33.0,527.0,0.0,0.0,110.0,131.0,097,01,006701,527.0,143.0
01097007400,"Census Tract 74, Mobile County, Alabama",3304.0,1233.0,1975.0,5.0,91.0,0.0,0.0,0.0,0.0,097,01,007400,91.0,5.0
01097007600,"Census Tract 76, Mobile County, Alabama",1967.0,0.0,1952.0,15.0,0.0,0.0,0.0,0.0,0.0,097,01,007600,0.0,15.0
01097007700,"Census Tract 77, Mobile County, Alabama",1264.0,10.0,1254.0,0.0,0.0,0.0,0.0,0.0,0.0,097,01,007700,0.0,0.0
01097007201,"Census Tract 72.01, Mobile County, Alabama",2688.0,2490.0,36.0,0.0,162.0,0.0,0.0,0.0,0.0,097,01,007201,162.0,0.0
01097007202,"Census Tract 72.02, Mobile County, Alabama",2641.0,2488.0,68.0,0.0,3.0,0.0,10.0,19.0,53.0,097,01,007202,3.0,29.0
01097006406,"Census Tract 64.06, Mobile County, Alabama",8651.0,6488.0,1124.0,0.0,270.0,0.0,0.0,290.0,479.0,097,01,006406,270.0,290.0
01097006407,"Census Tract 64.07, Mobile County, Alabama",5980.0,5433.0,421.0,0.0,0.0,0.0,16.0,76.0,34.0,097,01,006407,0.0,92.0
01097006702,"Census Tract 67.02, Mobile County, Alabama",3598.0,2255.0,571.0,0.0,565.0,0.0,0.0,159.0,48.0,097,01,006702,565.0,159.0
01097006501,"Census Tract 65.01, Mobile County, Alabama",5248.0,4194.0,714.0,23.0,72.0,0.0,0.0,197.0,48.0,097,01,006501,72.0,220.0
01097006502,"Census Tract 65.02, Mobile County, Alabama",13269.0,11649.0,865.0,42.0,92.0,0.0,0.0,298.0,323.0,097,01,006502,92.0,340.0
01133965502,"Census Tract 9655.02, Winston County, Alabama",2514.0,2410.0,0.0,9.0,69.0,0.0,0.0,0.0,26.0,133,01,965502,69.0,9.0
01133965900,"Census Tract 9659, Winston County, Alabama",2193.0,2114.0,0.0,0.0,0.0,0.0,0.0,39.0,40.0,133,01,965900,0.0,39.0
01133965503,"Census Tract 9655.03, Winston County, Alabama",2797.0,2656.0,0.0,32.0,1.0,0.0,0.0,69.0,39.0,133,01,965503,1.0,101.0
01133965501,"Census Tract 9655.01, Winston County, Alabama",2516.0,2473.0,0.0,3.0,0.0,0.0,0.0,40.0,0.0,133,01,965501,0.0,43.0
01133965800,"Census Tract 9658, Winston County, Alabama",4674.0,4225.0,29.0,0.0,0.0,7.0,0.0,84.0,329.0,133,01,965800,7.0,84.0
01133965700,"Census Tract 9657, Winston County, Alabama",4111.0,3829.0,17.0,0.0,0.0,0.0,0.0,7.0,258.0,133,01,965700,0.0,7.0
01133965600,"Census Tract 9656, Winston County, Alabama",5163.0,4849.0,78.0,21.0,0.0,0.0,0.0,190.0,25.0,133,01,965600,0.0,211.0
01113030401,"Census Tract 304.01, Russell County, Alabama",6263.0,4164.0,1164.0,0.0,224.0,0.0,0.0,431.0,280.0,113,01,030401,224.0,431.0
01113030402,"Census Tract 304.02, Russell County, Alabama",3188.0,2523.0,535.0,19.0,30.0,0.0,23.0,58.0,0.0,113,01,030402,30.0,100.0
01077011102,"Census Tract 111.02, Lauderdale County, Alabama",4260.0,3773.0,451.0,0.0,22.0,0.0,0.0,14.0,0.0,077,01,011102,22.0,14.0
01077011603,"Census Tract 116.03, Lauderdale County, Alabama",4132.0,3931.0,54.0,18.0,0.0,0.0,0.0,8.0,121.0,077,01,011603,0.0,26.0
01077011802,"Census Tract 118.02, Lauderdale County, Alabama",3717.0,3190.0,344.0,33.0,20.0,0.0,0.0,43.0,87.0,077,01,011802,20.0,76.0
01077011101,"Census Tract 111.01, Lauderdale County, Alabama",6010.0,4956.0,720.0,37.0,135.0,0.0,76.0,44.0,42.0,077,01,011101,135.0,157.0
01103005701,"Census Tract 57.01, Morgan County, Alabama",2893.0,2703.0,0.0,72.0,0.0,0.0,0.0,66.0,52.0,103,01,005701,0.0,138.0
01091973000,"Census Tract 9730, Marengo County, Alabama",4189.0,2166.0,2004.0,0.0,0.0,0.0,0.0,9.0,10.0,091,01,973000,0.0,9.0
01045020801,"Census Tract 208.01, Dale County, Alabama",3339.0,1866.0,1047.0,17.0,64.0,0.0,0.0,112.0,233.0,045,01,020801,64.0,129.0
01091973300,"Census Tract 9733, Marengo County, Alabama",2335.0,1149.0,1180.0,0.0,0.0,0.0,0.0,6.0,0.0,091,01,973300,0.0,6.0
01091973100,"Census Tract 9731, Marengo County, Alabama",1648.0,668.0,912.0,11.0,0.0,0.0,0.0,22.0,35.0,091,01,973100,0.0,33.0
01091973200,"Census Tract 9732, Marengo County, Alabama",2542.0,855.0,1678.0,0.0,0.0,0.0,9.0,0.0,0.0,091,01,973200,0.0,9.0
01091973400,"Census Tract 9734, Marengo County, Alabama",4297.0,2782.0,1515.0,0.0,0.0,0.0,0.0,0.0,0.0,091,01,973400,0.0,0.0
01091972900,"Census Tract 9729, Marengo County, Alabama",4732.0,1289.0,3400.0,0.0,0.0,0.0,0.0,0.0,43.0,091,01,972900,0.0,0.0
01069040301,"Census Tract 403.01, Houston County, Alabama",3869.0,2130.0,1484.0,17.0,61.0,0.0,11.0,49.0,117.0,069,01,040301,61.0,77.0
01069040302,"Census Tract 403.02, Houston County, Alabama",3701.0,1697.0,1590.0,30.0,42.0,0.0,0.0,86.0,256.0,069,01,040302,42.0,116.0
01093964700,"Census Tract 9647, Marion County, Alabama",5416.0,5025.0,140.0,0.0,32.0,0.0,0.0,19.0,200.0,093,01,964700,32.0,19.0
01093964400,"Census Tract 9644, Marion County, Alabama",5405.0,4880.0,265.0,0.0,0.0,0.0,0.0,214.0,46.0,093,01,964400,0.0,214.0
01093964500,"Census Tract 9645, Marion County, Alabama",2361.0,2318.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,093,01,964500,0.0,17.0
01093964300,"Census Tract 9643, Marion County, Alabama",5052.0,4186.0,262.0,43.0,50.0,0.0,0.0,91.0,420.0,093,01,964300,50.0,134.0
01093964100,"Census Tract 9641, Marion County, Alabama",2580.0,2518.0,0.0,9.0,8.0,0.0,0.0,31.0,14.0,093,01,964100,8.0,40.0
01093964600,"Census Tract 9646, Marion County, Alabama",3407.0,3021.0,248.0,12.0,1.0,0.0,0.0,90.0,35.0,093,01,964600,1.0,102.0
01093964200,"Census Tract 9642, Marion County, Alabama",1482.0,1425.0,48.0,0.0,5.0,0.0,0.0,4.0,0.0,093,01,964200,5.0,4.0
01093964000,"Census Tract 9640, Marion County, Alabama",4355.0,4264.0,0.0,64.0,0.0,0.0,0.0,27.0,0.0,093,01,964000,0.0,91.0
01103005106,"Census Tract 51.06, Morgan County, Alabama",6061.0,4334.0,1381.0,0.0,41.0,0.0,0.0,253.0,52.0,103,01,005106,41.0,253.0
01103005702,"Census Tract 57.02, Morgan County, Alabama",6032.0,5176.0,113.0,138.0,0.0,0.0,0.0,416.0,189.0,103,01,005702,0.0,554.0
01103005107,"Census Tract 51.07, Morgan County, Alabama",4626.0,3913.0,301.0,0.0,31.0,0.0,0.0,5.0,376.0,103,01,005107,31.0,5.0
01103005108,"Census Tract 51.08, Morgan County, Alabama",3879.0,2887.0,623.0,0.0,0.0,0.0,0.0,174.0,195.0,103,01,005108,0.0,174.0
01103005109,"Census Tract 51.09, Morgan County, Alabama",4618.0,2630.0,1288.0,0.0,0.0,0.0,0.0,209.0,491.0,103,01,005109,0.0,209.0
01101005502,"Census Tract 55.02, Montgomery County, Alabama",2564.0,932.0,1442.0,0.0,16.0,0.0,0.0,57.0,117.0,101,01,005502,16.0,57.0
01101005610,"Census Tract 56.10, Montgomery County, Alabama",1438.0,428.0,865.0,0.0,36.0,0.0,0.0,0.0,109.0,101,01,005610,36.0,0.0
01101005612,"Census Tract 56.12, Montgomery County, Alabama",1711.0,888.0,668.0,0.0,136.0,0.0,0.0,14.0,5.0,101,01,005612,136.0,14.0
01101005609,"Census Tract 56.09, Montgomery County, Alabama",4565.0,1418.0,2669.0,57.0,247.0,0.0,0.0,162.0,12.0,101,01,005609,247.0,219.0
01101005504,"Census Tract 55.04, Montgomery County, Alabama",1201.0,962.0,203.0,0.0,0.0,0.0,0.0,27.0,9.0,101,01,005504,0.0,27.0
01101005407,"Census Tract 54.07, Montgomery County, Alabama",4329.0,2572.0,1430.0,6.0,263.0,0.0,0.0,37.0,21.0,101,01,005407,263.0,43.0
01101005501,"Census Tract 55.01, Montgomery County, Alabama",1709.0,430.0,1192.0,0.0,12.0,0.0,0.0,47.0,28.0,101,01,005501,12.0,47.0
01101005605,"Census Tract 56.05, Montgomery County, Alabama",3582.0,812.0,2520.0,0.0,26.0,0.0,10.0,72.0,142.0,101,01,005605,26.0,82.0
01101005608,"Census Tract 56.08, Montgomery County, Alabama",1861.0,1372.0,309.0,0.0,166.0,0.0,0.0,14.0,0.0,101,01,005608,166.0,14.0
01101005410,"Census Tract 54.10, Montgomery County, Alabama",5184.0,1322.0,3427.0,0.0,243.0,0.0,33.0,135.0,24.0,101,01,005410,243.0,168.0
01101005503,"Census Tract 55.03, Montgomery County, Alabama",5313.0,3564.0,1270.0,0.0,371.0,0.0,0.0,36.0,72.0,101,01,005503,371.0,36.0
01101005607,"Census Tract 56.07, Montgomery County, Alabama",4877.0,2794.0,971.0,25.0,853.0,0.0,0.0,200.0,34.0,101,01,005607,853.0,225.0
01101005611,"Census Tract 56.11, Montgomery County, Alabama",3900.0,1803.0,973.0,0.0,546.0,0.0,0.0,539.0,39.0,101,01,005611,546.0,539.0
01101005606,"Census Tract 56.06, Montgomery County, Alabama",4082.0,420.0,3662.0,0.0,0.0,0.0,0.0,0.0,0.0,101,01,005606,0.0,0.0
01125011402,"Census Tract 114.02, Tuscaloosa County, Alabama",2094.0,1375.0,184.0,21.0,239.0,0.0,0.0,179.0,96.0,125,01,011402,239.0,200.0
01101005409,"Census Tract 54.09, Montgomery County, Alabama",2864.0,1215.0,1522.0,0.0,0.0,0.0,0.0,42.0,85.0,101,01,005409,0.0,42.0
01101005408,"Census Tract 54.08, Montgomery County, Alabama",7746.0,4183.0,2842.0,39.0,316.0,0.0,0.0,244.0,122.0,101,01,005408,316.0,283.0
01125011901,"Census Tract 119.01, Tuscaloosa County, Alabama",2887.0,1399.0,1178.0,0.0,68.0,0.0,0.0,44.0,198.0,125,01,011901,68.0,44.0
01125011902,"Census Tract 119.02, Tuscaloosa County, Alabama",1844.0,322.0,1325.0,0.0,0.0,0.0,0.0,55.0,142.0,125,01,011902,0.0,55.0
01125011401,"Census Tract 114.01, Tuscaloosa County, Alabama",2521.0,2320.0,47.0,0.0,97.0,0.0,0.0,12.0,45.0,125,01,011401,97.0,12.0
01033020703,"Census Tract 207.03, Colbert County, Alabama",4935.0,3937.0,772.0,29.0,95.0,0.0,0.0,102.0,0.0,033,01,020703,95.0,131.0
01033020902,"Census Tract 209.02, Colbert County, Alabama",3533.0,3128.0,139.0,0.0,11.0,0.0,0.0,42.0,213.0,033,01,020902,11.0,42.0
01033020704,"Census Tract 207.04, Colbert County, Alabama",4716.0,4084.0,497.0,0.0,21.0,0.0,0.0,8.0,106.0,033,01,020704,21.0,8.0
01051030901,"Census Tract 309.01, Elmore County, Alabama",6193.0,4580.0,1468.0,0.0,17.0,0.0,0.0,23.0,105.0,051,01,030901,17.0,23.0
01051030701,"Census Tract 307.01, Elmore County, Alabama",7126.0,5909.0,860.0,0.0,27.0,0.0,41.0,175.0,114.0,051,01,030701,27.0,216.0
01051030702,"Census Tract 307.02, Elmore County, Alabama",4341.0,3654.0,389.0,26.0,28.0,0.0,19.0,0.0,225.0,051,01,030702,28.0,45.0
01097003703,"Census Tract 37.03, Mobile County, Alabama",3497.0,1967.0,916.0,0.0,227.0,0.0,0.0,72.0,315.0,097,01,003703,227.0,72.0
01097005600,"Census Tract 56, Mobile County, Alabama",7365.0,5957.0,1250.0,22.0,0.0,0.0,30.0,86.0,20.0,097,01,005600,0.0,138.0
01097003100,"Census Tract 31, Mobile County, Alabama",4642.0,3567.0,508.0,20.0,176.0,0.0,12.0,144.0,215.0,097,01,003100,176.0,176.0
01097003405,"Census Tract 34.05, Mobile County, Alabama",1916.0,697.0,1125.0,0.0,20.0,0.0,5.0,28.0,41.0,097,01,003405,20.0,33.0
01097005700,"Census Tract 57, Mobile County, Alabama",7207.0,5621.0,1328.0,3.0,86.0,0.0,66.0,88.0,15.0,097,01,005700,86.0,157.0
01097006000,"Census Tract 60, Mobile County, Alabama",5249.0,3980.0,900.0,162.0,0.0,0.0,0.0,10.0,197.0,097,01,006000,0.0,172.0
01097006403,"Census Tract 64.03, Mobile County, Alabama",1821.0,1035.0,494.0,0.0,31.0,0.0,0.0,115.0,146.0,097,01,006403,31.0,115.0
01097000401,"Census Tract 4.01, Mobile County, Alabama",1230.0,0.0,1221.0,0.0,9.0,0.0,0.0,0.0,0.0,097,01,000401,9.0,0.0
01097000500,"Census Tract 5, Mobile County, Alabama",1791.0,6.0,1773.0,0.0,0.0,0.0,0.0,12.0,0.0,097,01,000500,0.0,12.0
01097002200,"Census Tract 22, Mobile County, Alabama",2790.0,587.0,2074.0,0.0,0.0,0.0,0.0,101.0,28.0,097,01,002200,0.0,101.0
01097001901,"Census Tract 19.01, Mobile County, Alabama",2526.0,1072.0,1342.0,0.0,10.0,0.0,0.0,93.0,9.0,097,01,001901,10.0,93.0
01097001902,"Census Tract 19.02, Mobile County, Alabama",3047.0,1552.0,1358.0,0.0,0.0,0.0,0.0,36.0,101.0,097,01,001902,0.0,36.0
01097002000,"Census Tract 20, Mobile County, Alabama",1588.0,1085.0,441.0,0.0,15.0,0.0,0.0,9.0,38.0,097,01,002000,15.0,9.0
01097003202,"Census Tract 32.02, Mobile County, Alabama",2593.0,1098.0,1075.0,11.0,67.0,0.0,13.0,65.0,264.0,097,01,003202,67.0,89.0
01097003408,"Census Tract 34.08, Mobile County, Alabama",3574.0,1173.0,2355.0,0.0,0.0,0.0,0.0,9.0,37.0,097,01,003408,0.0,9.0
01097003902,"Census Tract 39.02, Mobile County, Alabama",891.0,0.0,881.0,0.0,0.0,0.0,0.0,10.0,0.0,097,01,003902,0.0,10.0
01097004800,"Census Tract 48, Mobile County, Alabama",1123.0,53.0,1050.0,0.0,20.0,0.0,0.0,0.0,0.0,097,01,004800,20.0,0.0
01097005000,"Census Tract 50, Mobile County, Alabama",1679.0,168.0,1496.0,0.0,0.0,0.0,0.0,15.0,0.0,097,01,005000,0.0,15.0
01097005900,"Census Tract 59, Mobile County, Alabama",4428.0,3736.0,194.0,130.0,0.0,22.0,0.0,227.0,119.0,097,01,005900,22.0,357.0
