geoid,name,universe,same_house,moved_within_county,moved_from_different_county_in_same_state,moved_from_different_state,moved_from_abroad,school district (unified),state
0100660,"Chilton County School District, Alabama",34820.0,30775.0,2740.0,764.0,455.0,86.0,00660,01
0100690,"Choctaw County School District, Alabama",7373.0,6522.0,605.0,80.0,161.0,5.0,00690,01
0100750,"Clay County School District, Alabama",10662.0,9684.0,686.0,215.0,52.0,25.0,00750,01
0100780,"Cleburne County School District, Alabama",13383.0,11389.0,1071.0,359.0,539.0,25.0,00780,01
0100810,"Coffee County School District, Alabama",15657.0,13951.0,556.0,559.0,581.0,10.0,00810,01
0100840,"Colbert County School District, Alabama",19132.0,17395.0,877.0,603.0,231.0,26.0,00840,01
0100870,"Conecuh County School District, Alabama",6308.0,6150.0,80.0,71.0,0.0,7.0,00870,01
0102250,"Marengo County School District, Alabama",3435.0,3193.0,167.0,74.0,0.0,1.0,02250,01
0102310,"Marion County School District, Alabama",22619.0,19892.0,1365.0,942.0,390.0,30.0,02310,01
0102350,"Midfield City School District, Alabama",529.0,499.0,30.0,0.0,0.0,0.0,02350,01
0102370,"Mobile County School District, Alabama",216308.0,189272.0,20183.0,2425.0,4104.0,324.0,02370,01
0102400,"Monroe County School District, Alabama",11759.0,10827.0,688.0,137.0,97.0,10.0,02400,01
0102430,"Montgomery County School District, Alabama",72548.0,61863.0,4395.0,3296.0,2336.0,658.0,02430,01
0102480,"Morgan County School District, Alabama",44107.0,39499.0,2953.0,1127.0,456.0,72.0,02480,01
0102490,"Mountain Brook City School District, Alabama",19414.0,17309.0,1512.0,351.0,242.0,0.0,02490,01
0102610,"Opp City School District, Alabama",5143.0,4519.0,489.0,131.0,4.0,0.0,02610,01
0100189,"Satsuma City School District, Alabama",5338.0,4782.0,501.0,6.0,49.0,0.0,00189,01
0100188,"Chickasaw City School District, Alabama",2802.0,2284.0,369.0,67.0,77.0,5.0,00188,01
0100190,"Alabaster City School District, Alabama",23125.0,20820.0,1159.0,530.0,616.0,0.0,00190,01
0100185,"Saraland City School District, Alabama",11238.0,9711.0,1239.0,43.0,238.0,7.0,00185,01
0102520,"Muscle Shoals City School District, Alabama",11257.0,10285.0,538.0,421.0,13.0,0.0,02520,01
0102550,"Oneonta City School District, Alabama",4641.0,3936.0,402.0,220.0,26.0,57.0,02550,01
0102580,"Opelika City School District, Alabama",14559.0,12371.0,1133.0,700.0,355.0,0.0,02580,01
0102635,"Oxford City School District, Alabama",16477.0,14007.0,1076.0,1206.0,170.0,18.0,02635,01
0102640,"Ozark City School District, Alabama",9935.0,8779.0,759.0,250.0,130.0,17.0,02640,01
0102650,"Pell City City School District, Alabama",25263.0,21658.0,1858.0,1366.0,364.0,17.0,02650,01
0102670,"Perry County School District, Alabama",2843.0,2423.0,83.0,269.0,68.0,0.0,02670,01
0102700,"Phenix City City School District, Alabama",16797.0,12908.0,1459.0,672.0,1697.0,61.0,02700,01
0102730,"Pickens County School District, Alabama",10822.0,9979.0,366.0,153.0,315.0,9.0,02730,01
0102760,"Piedmont City School District, Alabama",5392.0,4619.0,454.0,173.0,138.0,8.0,02760,01
0102790,"Pike County School District, Alabama",8803.0,8243.0,323.0,140.0,97.0,0.0,02790,01
0102820,"Randolph County School District, Alabama",13761.0,12560.0,760.0,260.0,181.0,0.0,02820,01
0102850,"Roanoke City School District, Alabama",2982.0,2463.0,357.0,39.0,123.0,0.0,02850,01
0102880,"Russell County School District, Alabama",14605.0,12320.0,830.0,540.0,899.0,16.0,02880,01
0102910,"Russellville City School District, Alabama",4651.0,3937.0,307.0,383.0,24.0,0.0,02910,01
0102940,"Scottsboro City School District, Alabama",12444.0,11602.0,502.0,208.0,132.0,0.0,02940,01
0102970,"Selma City School District, Alabama",3209.0,2721.0,287.0,137.0,64.0,0.0,02970,01
0103000,"Sheffield City School District, Alabama",6356.0,5452.0,565.0,252.0,87.0,0.0,03000,01
0103030,"Shelby County School District, Alabama",100988.0,88491.0,5848.0,3895.0,2642.0,112.0,03030,01
0103150,"Talladega City School District, Alabama",7185.0,5726.0,1079.0,199.0,180.0,1.0,03150,01
0103062,"St. Clair County School District, Alabama",46836.0,41679.0,2490.0,2434.0,227.0,6.0,03062,01
0103090,"Sumter County School District, Alabama",3203.0,2870.0,68.0,212.0,53.0,0.0,03090,01
0103120,"Sylacauga City School District, Alabama",7284.0,5591.0,1290.0,345.0,41.0,17.0,03120,01
0103180,"Talladega County School District, Alabama",33251.0,29921.0,2078.0,941.0,310.0,1.0,03180,01
0103210,"Tallapoosa County School District, Alabama",16377.0,15259.0,659.0,204.0,241.0,14.0,03210,01
0103330,"Troy City School District, Alabama",9699.0,8055.0,533.0,556.0,339.0,216.0,03330,01
0103240,"Tallassee City School District, Alabama",6690.0,5833.0,331.0,507.0,19.0,0.0,03240,01
0103270,"Tarrant City School District, Alabama",2007.0,1712.0,262.0,0.0,33.0,0.0,03270,01
0103300,"Thomasville City School District, Alabama",3119.0,2839.0,77.0,28.0,156.0,19.0,03300,01
0103360,"Tuscaloosa City School District, Alabama",47228.0,33153.0,5522.0,3195.0,5186.0,172.0,03360,01
0103390,"Tuscaloosa County School District, Alabama",78933.0,70339.0,5410.0,2040.0,1002.0,142.0,03390,01
0103420,"Tuscumbia City School District, Alabama",5834.0,5035.0,564.0,154.0,61.0,20.0,03420,01
0100194,"Pelham City School District, Alabama",16633.0,15112.0,921.0,407.0,180.0,13.0,00194,01
0100720,"Clarke County School District, Alabama",9840.0,9134.0,497.0,138.0,71.0,0.0,00720,01
0100007,"Hoover City School District, Alabama",57109.0,49036.0,3637.0,2580.0,1725.0,131.0,00007,01
0100008,"Madison City School District, Alabama",32874.0,28778.0,2046.0,1105.0,782.0,163.0,00008,01
0100011,"Leeds City School District, Alabama",8613.0,7532.0,509.0,435.0,128.0,9.0,00011,01
0100600,"Chambers County School District, Alabama",16627.0,14962.0,672.0,528.0,432.0,33.0,00600,01
0100630,"Cherokee County School District, Alabama",23492.0,21158.0,1137.0,665.0,483.0,49.0,00630,01
