B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,combined statistical area
354413.0,311043.0,22459.0,16463.0,3878.0,570.0,"Appleton-Oshkosh-Neenah, WI CSA",118
964736.0,854123.0,56242.0,37659.0,14400.0,2312.0,"Albany-Schenectady, NY CSA",104
450629.0,387887.0,32600.0,10805.0,17648.0,1689.0,"Albuquerque-Santa Fe-Las Vegas, NM CSA",106
172664.0,145457.0,13318.0,10534.0,3083.0,272.0,"Amarillo-Borger, TX CSA",108
407501.0,352684.0,27489.0,12793.0,13876.0,659.0,"Asheville-Brevard, NC CSA",120
3153245.0,2727093.0,197595.0,145824.0,72753.0,9980.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA CSA",122
183531.0,155538.0,16400.0,8699.0,2727.0,167.0,"Bloomington-Pontiac, IL CSA",145
171716.0,142304.0,17115.0,5344.0,6255.0,698.0,"Bend-Redmond-Prineville, OR CSA",140
884154.0,777418.0,58930.0,31103.0,15609.0,1094.0,"Birmingham-Hoover-Talladega, AL CSA",142
183576.0,140921.0,22983.0,12503.0,5983.0,1186.0,"Bloomington-Bedford, IN CSA",144
240182.0,213889.0,13374.0,8826.0,3775.0,318.0,"Bloomsburg-Berwick-Sunbury, PA CSA",146
946968.0,854961.0,64934.0,15913.0,9532.0,1628.0,"Buffalo-Cheektowaga, NY CSA",160
701774.0,594574.0,56184.0,12319.0,34767.0,3930.0,"Cape Coral-Fort Myers-Naples, FL CSA",162
114568.0,96585.0,9984.0,5415.0,2428.0,156.0,"Cape Girardeau-Sikeston, MO-IL CSA",164
366577.0,308877.0,33647.0,13964.0,9490.0,599.0,"Cedar Rapids-Iowa City, IA CSA",168
5351089.0,4743083.0,365129.0,122340.0,100355.0,20182.0,"Chicago-Naperville, IL-IN-WI CSA",176
596991.0,496186.0,56228.0,18427.0,24049.0,2101.0,"Boise City-Mountain Home-Ontario, ID-OR CSA",147
6075003.0,5375942.0,378515.0,150279.0,142198.0,28069.0,"Boston-Worcester-Providence, MA-RI-NH-CT CSA",148
188483.0,155971.0,18107.0,9111.0,4756.0,538.0,"Bowling Green-Glasgow, KY CSA",150
41244.0,37473.0,1582.0,1098.0,752.0,339.0,"Brownsville-Harlingen-Raymondville, TX CSA",154
634513.0,560352.0,46346.0,16347.0,10923.0,545.0,"Charleston-Huntington-Ashland, WV-OH-KY CSA",170
1611897.0,1393631.0,114620.0,46359.0,53943.0,3344.0,"Charlotte-Concord, NC-SC CSA",172
746386.0,657242.0,49226.0,18801.0,19965.0,1152.0,"Chattanooga-Cleveland-Dalton, TN-GA-AL CSA",174
1761822.0,1517361.0,133324.0,64613.0,42862.0,3662.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN CSA",178
268859.0,214438.0,21569.0,12774.0,18810.0,1268.0,"Columbus-Auburn-Opelika, GA-AL CSA",194
2638607.0,2337895.0,189930.0,72902.0,32191.0,5689.0,"Cleveland-Akron-Canton, OH CSA",184
17010.0,14661.0,818.0,1192.0,299.0,40.0,"Cleveland-Indianola, MS CSA",185
34567.0,27470.0,3866.0,1135.0,1726.0,370.0,"Clovis-Portales, NM CSA",188
181650.0,145461.0,19834.0,10085.0,5833.0,437.0,"Columbia-Moberly-Mexico, MO CSA",190
507961.0,431625.0,34856.0,19128.0,20576.0,1776.0,"Columbia-Orangeburg-Newberry, SC CSA",192
1850184.0,1572111.0,168297.0,78093.0,27680.0,4003.0,"Columbus-Marion-Zanesville, OH CSA",198
377615.0,337376.0,24918.0,6174.0,8608.0,539.0,"Davenport-Moline, IA-IL CSA",209
38563.0,33288.0,2937.0,938.0,1322.0,78.0,"Columbus-West Point, MS CSA",200
164273.0,135030.0,12439.0,9935.0,6494.0,375.0,"Corpus Christi-Kingsville-Alice, TX CSA",204
3668067.0,3095850.0,307623.0,170194.0,82448.0,11952.0,"Dallas-Fort Worth, TX-OK CSA",206
852798.0,720610.0,82410.0,31480.0,16208.0,2090.0,"Dayton-Springfield-Sidney, OH CSA",212
2223803.0,1825623.0,170217.0,127261.0,92053.0,8649.0,"Denver-Aurora, CO CSA",216
64886.0,54530.0,4122.0,2306.0,3420.0,508.0,"DeRidder-Fort Polk South, LA CSA",217
640970.0,526316.0,66402.0,31360.0,15570.0,1322.0,"Des Moines-Ames-West Des Moines, IA CSA",218
162326.0,132680.0,13471.0,2967.0,10721.0,2487.0,"El Paso-Las Cruces, TX-NM CSA",238
191445.0,158149.0,18069.0,10593.0,4298.0,336.0,"Eau Claire-Menomonie, WI CSA",232
90502.0,77554.0,5449.0,3811.0,3049.0,639.0,"Edwards-Glenwood Springs, CO CSA",233
164929.0,146515.0,12687.0,3828.0,1649.0,250.0,"Elmira-Corning, NY CSA",236
77673.0,68957.0,5194.0,2546.0,867.0,109.0,"Dixon-Sterling, IL CSA",221
172805.0,149771.0,11226.0,5250.0,6285.0,273.0,"Dothan-Enterprise-Ozark, AL CSA",222
3619200.0,3185581.0,265737.0,107048.0,46582.0,14252.0,"Detroit-Warren-Ann Arbor, MI CSA",220
344817.0,295808.0,34749.0,9981.0,2769.0,1510.0,"Fresno-Madera, CA CSA",260
224250.0,179087.0,23456.0,14765.0,6072.0,870.0,"Gainesville-Lake City, FL CSA",264
1141053.0,978602.0,95410.0,50419.0,14054.0,2568.0,"Grand Rapids-Wyoming-Muskegon, MI CSA",266
298937.0,262717.0,22453.0,9606.0,3654.0,507.0,"Green Bay-Shawano, WI CSA",267
1054625.0,935208.0,65721.0,31248.0,20789.0,1659.0,"Greensboro--Winston-Salem--High Point, NC CSA",268
1016185.0,878605.0,74652.0,31941.0,27976.0,3011.0,"Greenville-Spartanburg-Anderson, SC CSA",273
127032.0,104072.0,11149.0,8145.0,3523.0,143.0,"Greenville-Washington, NC CSA",274
1009406.0,894199.0,67040.0,28828.0,16722.0,2617.0,"Harrisburg-York-Lebanon, PA CSA",276
208626.0,175262.0,13471.0,15146.0,4127.0,620.0,"Harrisonburg-Staunton-Waynesboro, VA CSA",277
1026923.0,922321.0,57692.0,24589.0,19789.0,2532.0,"Hartford-West Hartford, CT CSA",278
333199.0,296076.0,21436.0,10641.0,4736.0,310.0,"Hickory-Lenoir, NC CSA",280
107702.0,93001.0,8522.0,3495.0,2641.0,43.0,"Hot Springs-Malvern, AR CSA",284
2550536.0,2173218.0,204962.0,96100.0,59676.0,16580.0,"Houston-The Woodlands, TX CSA",288
1780031.0,1525214.0,143287.0,79636.0,28940.0,2954.0,"Indianapolis-Carmel-Muncie, IN CSA",294
508652.0,441436.0,44027.0,13873.0,8651.0,665.0,"Fort Wayne-Huntington-Auburn, IN CSA",258
315194.0,272112.0,29830.0,7004.0,5784.0,464.0,"Erie-Meadville, PA CSA",240
221611.0,179293.0,22817.0,6307.0,12655.0,539.0,"Fargo-Wahpeton, ND-MN CSA",244
216998.0,177452.0,16617.0,6773.0,14103.0,2053.0,"Fayetteville-Lumberton-Laurinburg, NC CSA",246
116654.0,99404.0,10000.0,4991.0,1810.0,449.0,"Findlay-Tiffin, OH CSA",248
546852.0,477641.0,41370.0,16290.0,10747.0,804.0,"Huntsville-Decatur-Albertville, AL CSA",290
194071.0,158896.0,17545.0,7258.0,9267.0,1105.0,"Idaho Falls-Rexburg-Blackfoot, ID CSA",292
124538.0,102646.0,11462.0,5076.0,4731.0,623.0,"Ithaca-Cortland, NY CSA",296
87893.0,79214.0,4632.0,3111.0,906.0,30.0,"Jackson-Brownsville, TN CSA",297
314128.0,276522.0,17508.0,12880.0,6641.0,577.0,"Jackson-Vicksburg-Brookhaven, MS CSA",298
141511.0,112931.0,18386.0,6922.0,2941.0,331.0,"Jonesboro-Paragould, AR CSA",308
1002902.0,835332.0,87691.0,39626.0,36226.0,4027.0,"Jacksonville-St. Marys-Palatka, FL-GA CSA",300
468338.0,405513.0,33699.0,16633.0,11775.0,718.0,"Johnson City-Kingsport-Bristol, TN-VA CSA",304
196183.0,176914.0,12803.0,4377.0,1884.0,205.0,"Johnstown-Somerset, PA CSA",306
169903.0,147031.0,13094.0,5281.0,4456.0,41.0,"Joplin-Miami, MO-OK CSA",309
417918.0,350650.0,41399.0,17358.0,7637.0,874.0,"Kalamazoo-Battle Creek-Portage, MI CSA",310
1791862.0,1520696.0,147918.0,61229.0,57944.0,4075.0,"Kansas City-Overland Park-Kansas City, MO-KS CSA",312
963028.0,833959.0,69511.0,33956.0,23828.0,1774.0,"Knoxville-Morristown-Sevierville, TN CSA",314
101963.0,86873.0,8987.0,4802.0,1107.0,194.0,"Kokomo-Peru, IN CSA",316
401055.0,352549.0,28371.0,13606.0,5445.0,1084.0,"Lafayette-Opelousas-Morgan City, LA CSA",318
192093.0,168032.0,14387.0,6813.0,2623.0,238.0,"Lima-Van Wert-Celina, OH CSA",338
422531.0,350407.0,35441.0,28680.0,7006.0,997.0,"Lansing-East Lansing-Owosso, MI CSA",330
1116327.0,916934.0,129859.0,5282.0,60038.0,4214.0,"Las Vegas-Henderson, NV-AZ CSA",332
584136.0,470579.0,64413.0,32805.0,15045.0,1294.0,"Lexington-Fayette--Richmond--Frankfort, KY CSA",336
284645.0,231923.0,34131.0,10324.0,7452.0,815.0,"Lincoln-Beatrice, NE CSA",339
194707.0,152529.0,24592.0,11563.0,5376.0,647.0,"Lafayette-West Lafayette-Frankfort, IN CSA",320
164513.0,141981.0,15031.0,4305.0,3034.0,162.0,"Lake Charles-Jennings, LA CSA",324
602647.0,518119.0,46503.0,23257.0,13174.0,1594.0,"Little Rock-North Little Rock, AR CSA",340
179537.0,152110.0,13362.0,10999.0,2770.0,296.0,"Longview-Marshall, TX CSA",346
5820863.0,5049029.0,490984.0,138849.0,106771.0,35230.0,"Los Angeles-Long Beach, CA CSA",348
111027.0,93445.0,7558.0,7341.0,2433.0,250.0,"Mankato-New Ulm-North Mankato, MN CSA",359
1162837.0,1007577.0,88806.0,39473.0,24779.0,2202.0,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN CSA",350
176750.0,136375.0,23694.0,12552.0,3740.0,389.0,"Lubbock-Levelland, TX CSA",352
217879.0,190646.0,12858.0,9701.0,4288.0,386.0,"Macon-Bibb County--Warner Robins, GA CSA",356
714694.0,600796.0,72830.0,21673.0,17475.0,1920.0,"Madison-Janesville-Beloit, WI CSA",357
98250.0,73657.0,9584.0,7243.0,6278.0,1488.0,"Manhattan-Junction City, KS CSA",358
55411.0,47301.0,3362.0,1209.0,3138.0,401.0,"McAllen-Edinburg, TX CSA",365
193790.0,165411.0,18098.0,8047.0,1875.0,359.0,"Mansfield-Ashland-Bucyrus, OH CSA",360
58773.0,51128.0,3843.0,2612.0,1158.0,32.0,"Martin-Union City, TN-KY CSA",362
,,,,,,"Mayagüez-San Germán, PR CSA",364
2311591.0,1982708.0,177986.0,58025.0,70105.0,22767.0,"Miami-Fort Lauderdale-Port St. Lucie, FL CSA",370
130647.0,109003.0,11597.0,6804.0,2781.0,462.0,"Midland-Odessa, TX CSA",372
1430868.0,1257316.0,96520.0,51224.0,22892.0,2916.0,"Milwaukee-Racine-Waukesha, WI CSA",376
2968438.0,2580388.0,191436.0,134280.0,55094.0,7240.0,"Minneapolis-St. Paul, MN-WI CSA",378
95623.0,74723.0,11214.0,8059.0,1306.0,321.0,"Mount Pleasant-Alma, MI CSA",394
244852.0,201583.0,27602.0,6352.0,8815.0,500.0,"Medford-Grants Pass, OR CSA",366
599591.0,522239.0,44028.0,13394.0,18379.0,1551.0,"Memphis-Forrest City, TN-MS-AR CSA",368
402871.0,353401.0,33090.0,5590.0,10178.0,612.0,"Mobile-Daphne-Fairhope, AL CSA",380
305963.0,266387.0,26108.0,8924.0,3495.0,1049.0,"Modesto-Merced, CA CSA",382
143649.0,127595.0,9758.0,3869.0,2333.0,94.0,"Monroe-Ruston-Bastrop, LA CSA",384
