B25003_001E,B25003_002E,B25003_003E,name,combined statistical area
48888.0,33370.0,15518.0,"Mankato-New Ulm-North Mankato, MN CSA",359
586286.0,394131.0,192155.0,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN CSA",350
122551.0,70117.0,52434.0,"Lubbock-Levelland, TX CSA",352
154245.0,96422.0,57823.0,"Macon-Bibb County--Warner Robins, GA CSA",356
355163.0,223850.0,131313.0,"Madison-Janesville-Beloit, WI CSA",357
48119.0,22996.0,25123.0,"Manhattan-Junction City, KS CSA",358
248843.0,169085.0,79758.0,"McAllen-Edinburg, TX CSA",365
86324.0,59744.0,26580.0,"Mansfield-Ashland-Bucyrus, OH CSA",360
28865.0,19197.0,9668.0,"Martin-Union City, TN-KY CSA",362
80084.0,50556.0,29528.0,"Mayagüez-San Germán, PR CSA",364
2322492.0,1423134.0,899358.0,"Miami-Fort Lauderdale-Port St. Lucie, FL CSA",370
108155.0,72005.0,36150.0,"Midland-Odessa, TX CSA",372
810435.0,503901.0,306534.0,"Milwaukee-Racine-Waukesha, WI CSA",376
1487169.0,1042348.0,444821.0,"Minneapolis-St. Paul, MN-WI CSA",378
39634.0,26025.0,13609.0,"Mount Pleasant-Alma, MI CSA",394
121809.0,77863.0,43946.0,"Medford-Grants Pass, OR CSA",366
504921.0,304359.0,200562.0,"Memphis-Forrest City, TN-MS-AR CSA",368
229927.0,157521.0,72406.0,"Mobile-Daphne-Fairhope, AL CSA",380
250585.0,138996.0,111589.0,"Modesto-Merced, CA CSA",382
92217.0,56335.0,35882.0,"Monroe-Ruston-Bastrop, LA CSA",384
73548.0,49383.0,24165.0,"Morgantown-Fairmont, WV CSA",390
36336.0,22673.0,13663.0,"Moses Lake-Othello, WA CSA",393
203112.0,147461.0,55651.0,"Myrtle Beach-Conway, SC-NC CSA",396
8482875.0,4609206.0,3873669.0,"New York-Newark, NY-NJ-CT-PA CSA",408
736433.0,485825.0,250608.0,"Nashville-Davidson--Murfreesboro, TN CSA",400
80114.0,54519.0,25595.0,"New Bern-Morehead City, NC CSA",404
566667.0,358657.0,208010.0,"New Orleans-Metairie-Hammond, LA-MS CSA",406
55181.0,39000.0,16181.0,"Paducah-Mayfield, KY-IL CSA",424
404881.0,297461.0,107420.0,"North Port-Sarasota, FL CSA",412
531804.0,341415.0,190389.0,"Oklahoma City-Shawnee, OK CSA",416
367402.0,239730.0,127672.0,"Omaha-Council Bluffs-Fremont, NE-IA CSA",420
1138700.0,727536.0,411164.0,"Orlando-Deltona-Daytona Beach, FL CSA",422
22053.0,15626.0,6427.0,"Oskaloosa-Pella, IA CSA",423
63915.0,46456.0,17459.0,"Parkersburg-Marietta-Vienna, WV-OH CSA",425
191669.0,126317.0,65352.0,"Pensacola-Ferry Pass, FL-AL CSA",426
165112.0,119016.0,46096.0,"Peoria-Canton, IL CSA",427
2661845.0,1802558.0,859287.0,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",428
1121557.0,786053.0,335504.0,"Pittsburgh-New Castle-Weirton, PA-OH-WV CSA",430
134758.0,93877.0,40881.0,"Ponce-Coamo-Santa Isabel, PR CSA",434
263204.0,184562.0,78642.0,"Portland-Lewiston-South Portland, ME CSA",438
46520.0,32636.0,13884.0,"Quincy-Hannibal, IL-MO CSA",448
1179281.0,725946.0,453335.0,"Portland-Vancouver-Salem, OR-WA CSA",440
80251.0,52662.0,27589.0,"Pueblo-Cañon City, CO CSA",444
33105.0,16086.0,17019.0,"Pullman-Moscow, WA-ID CSA",446
237845.0,142099.0,95746.0,"Reno-Carson City-Fernley, NV CSA",456
792997.0,508166.0,284831.0,"Raleigh-Durham-Chapel Hill, NC CSA",450
68935.0,47540.0,21395.0,"Rapid City-Spearfish, SD CSA",452
94198.0,60029.0,34169.0,"Redding-Red Bluff, CA CSA",454
35807.0,24264.0,11543.0,"Richmond-Connersville, IN CSA",458
468814.0,316810.0,152004.0,"Rochester-Batavia-Seneca Falls, NY CSA",464
173634.0,119674.0,53960.0,"Rockford-Freeport-Rochelle, IL CSA",466
120403.0,75631.0,44772.0,"Rocky Mount-Wilson-Roanoke Rapids, NC CSA",468
100499.0,75930.0,24569.0,"Rochester-Austin, MN CSA",462
44759.0,27448.0,17311.0,"Rome-Summerville, GA CSA",470
909997.0,546581.0,363416.0,"Sacramento-Roseville, CA CSA",472
156538.0,116527.0,40011.0,"Saginaw-Midland-Bay City, MI CSA",474
1153633.0,797650.0,355983.0,"St. Louis-St. Charles-Farmington, MO-IL CSA",476
884183.0,611545.0,272638.0,"San Juan-Carolina, PR CSA",490
194516.0,109679.0,84837.0,"Savannah-Hinesville-Statesboro, GA CSA",496
1789544.0,1098248.0,691296.0,"Seattle-Tacoma, WA CSA",500
216969.0,137988.0,78981.0,"Springfield-Branson, MO CSA",520
268225.0,169351.0,98874.0,"Springfield-Greenfield Town, MA CSA",521
129811.0,91666.0,38145.0,"Springfield-Jacksonville-Lincoln, IL CSA",522
88862.0,59396.0,29466.0,"State College-DuBois, PA CSA",524
14581.0,10034.0,4547.0,"Steamboat Springs-Craig, CO CSA",525
679137.0,420566.0,258571.0,"Virginia Beach-Norfolk, VA-NC CSA",545
768383.0,533967.0,234416.0,"Salt Lake City-Provo-Orem, UT CSA",482
3037770.0,1700012.0,1337758.0,"San Jose-San Francisco-Oakland, CA CSA",488
70366.0,47972.0,22394.0,"Sioux City-Vermillion, IA-SD-NE CSA",512
273397.0,190959.0,82438.0,"South Bend-Elkhart-Mishawaka, IN-MI CSA",515
277039.0,181417.0,95622.0,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID CSA",518
95686.0,64447.0,31239.0,"Tyler-Jacksonville, TX CSA",540
43222.0,29172.0,14050.0,"Victoria-Port Lavaca, TX CSA",544
177493.0,97900.0,79593.0,"Visalia-Porterville-Hanford, CA CSA",546
3488700.0,2260841.0,1227859.0,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",548
414098.0,257305.0,156793.0,"Tucson-Nogales, AZ CSA",536
289456.0,196148.0,93308.0,"Syracuse-Auburn, NY CSA",532
156771.0,90774.0,65997.0,"Tallahassee-Bainbridge, FL-GA CSA",533
263057.0,166670.0,96387.0,"Toledo-Port Clinton, OH CSA",534
441409.0,288329.0,153080.0,"Tulsa-Muskogee-Bartlesville, OK CSA",538
60666.0,42523.0,18143.0,"Williamsport-Lock Haven, PA CSA",558
272131.0,192461.0,79670.0,"Youngstown-Warren, OH-PA CSA",566
127675.0,92406.0,35269.0,"Wausau-Stevens Point-Wisconsin Rapids, WI CSA",554
258809.0,170215.0,88594.0,"Wichita-Arkansas City-Winfield, KS CSA",556
