B17001_001E,B17001_002E,B17001_031E,name,combined statistical area
390448.0,38169.0,352279.0,"Appleton-Oshkosh-Neenah, WI CSA",118
1134263.0,131835.0,1002428.0,"Albany-Schenectady, NY CSA",104
1147365.0,207795.0,939570.0,"Albuquerque-Santa Fe-Las Vegas, NM CSA",106
272848.0,41199.0,231649.0,"Amarillo-Borger, TX CSA",108
468774.0,64182.0,404592.0,"Asheville-Brevard, NC CSA",120
6241281.0,906483.0,5334798.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA CSA",122
215866.0,30783.0,185083.0,"Bloomington-Pontiac, IL CSA",145
195944.0,24413.0,171531.0,"Bend-Redmond-Prineville, OR CSA",140
1328909.0,214497.0,1114412.0,"Birmingham-Hoover-Talladega, AL CSA",142
194724.0,40354.0,154370.0,"Bloomington-Bedford, IN CSA",144
242437.0,32383.0,210054.0,"Bloomsburg-Berwick-Sunbury, PA CSA",146
1181955.0,174495.0,1007460.0,"Buffalo-Cheektowaga, NY CSA",160
1042838.0,147924.0,894914.0,"Cape Coral-Fort Myers-Naples, FL CSA",162
131730.0,25547.0,106183.0,"Cape Girardeau-Sikeston, MO-IL CSA",164
416688.0,50216.0,366472.0,"Cedar Rapids-Iowa City, IA CSA",168
9744353.0,1278127.0,8466226.0,"Chicago-Naperville, IL-IN-WI CSA",176
740158.0,106157.0,634001.0,"Boise City-Mountain Home-Ontario, ID-OR CSA",147
7883347.0,830487.0,7052860.0,"Boston-Worcester-Providence, MA-RI-NH-CT CSA",148
213383.0,42110.0,171273.0,"Bowling Green-Glasgow, KY CSA",150
435879.0,137069.0,298810.0,"Brownsville-Harlingen-Raymondville, TX CSA",154
675217.0,129590.0,545627.0,"Charleston-Huntington-Ashland, WV-OH-KY CSA",170
2545456.0,349202.0,2196254.0,"Charlotte-Concord, NC-SC CSA",172
926287.0,152679.0,773608.0,"Chattanooga-Cleveland-Dalton, TN-GA-AL CSA",174
2164345.0,287794.0,1876551.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN CSA",178
480812.0,98212.0,382600.0,"Columbus-Auburn-Opelika, GA-AL CSA",194
3418891.0,500442.0,2918449.0,"Cleveland-Akron-Canton, OH CSA",184
54517.0,19242.0,35275.0,"Cleveland-Indianola, MS CSA",185
67194.0,16038.0,51156.0,"Clovis-Portales, NM CSA",188
211717.0,38690.0,173027.0,"Columbia-Moberly-Mexico, MO CSA",190
895895.0,147611.0,748284.0,"Columbia-Orangeburg-Newberry, SC CSA",192
2352016.0,339458.0,2012558.0,"Columbus-Marion-Zanesville, OH CSA",198
462194.0,59622.0,402572.0,"Davenport-Moline, IA-IL CSA",209
77672.0,17479.0,60193.0,"Columbus-West Point, MS CSA",200
511855.0,89339.0,422516.0,"Corpus Christi-Kingsville-Alice, TX CSA",204
7439106.0,1005413.0,6433693.0,"Dallas-Fort Worth, TX-OK CSA",206
1043930.0,157700.0,886230.0,"Dayton-Springfield-Sidney, OH CSA",212
3348825.0,353869.0,2994956.0,"Denver-Aurora, CO CSA",216
86166.0,14679.0,71487.0,"DeRidder-Fort Polk South, LA CSA",217
757854.0,87432.0,670422.0,"Des Moines-Ames-West Des Moines, IA CSA",218
1031216.0,237203.0,794013.0,"El Paso-Las Cruces, TX-NM CSA",238
199513.0,25931.0,173582.0,"Eau Claire-Menomonie, WI CSA",232
127977.0,10827.0,117150.0,"Edwards-Glenwood Springs, CO CSA",233
177655.0,26856.0,150799.0,"Elmira-Corning, NY CSA",236
87052.0,9906.0,77146.0,"Dixon-Sterling, IL CSA",221
244637.0,44806.0,199831.0,"Dothan-Enterprise-Ozark, AL CSA",222
5248371.0,826596.0,4421775.0,"Detroit-Warren-Ann Arbor, MI CSA",220
1101683.0,275284.0,826399.0,"Fresno-Madera, CA CSA",260
323794.0,70833.0,252961.0,"Gainesville-Lake City, FL CSA",264
1393417.0,185338.0,1208079.0,"Grand Rapids-Wyoming-Muskegon, MI CSA",266
352585.0,39735.0,312850.0,"Green Bay-Shawano, WI CSA",267
1601663.0,274853.0,1326810.0,"Greensboro--Winston-Salem--High Point, NC CSA",268
1386914.0,226724.0,1160190.0,"Greenville-Spartanburg-Anderson, SC CSA",273
216954.0,50266.0,166688.0,"Greenville-Washington, NC CSA",274
1209821.0,124394.0,1085427.0,"Harrisburg-York-Lebanon, PA CSA",276
237402.0,34076.0,203326.0,"Harrisonburg-Staunton-Waynesboro, VA CSA",277
1427299.0,143916.0,1283383.0,"Hartford-West Hartford, CT CSA",278
400238.0,65473.0,334765.0,"Hickory-Lenoir, NC CSA",280
127211.0,23241.0,103970.0,"Hot Springs-Malvern, AR CSA",284
6725252.0,1003356.0,5721896.0,"Houston-The Woodlands, TX CSA",288
2312819.0,324857.0,1987962.0,"Indianapolis-Carmel-Muncie, IN CSA",294
611785.0,82719.0,529066.0,"Fort Wayne-Huntington-Auburn, IN CSA",258
348399.0,56524.0,291875.0,"Erie-Meadville, PA CSA",240
245181.0,27923.0,217258.0,"Fargo-Wahpeton, ND-MN CSA",244
531972.0,116756.0,415216.0,"Fayetteville-Lumberton-Laurinburg, NC CSA",246
125583.0,16832.0,108751.0,"Findlay-Tiffin, OH CSA",248
746651.0,119770.0,626881.0,"Huntsville-Decatur-Albertville, AL CSA",290
233650.0,35268.0,198382.0,"Idaho Falls-Rexburg-Blackfoot, ID CSA",292
135159.0,24984.0,110175.0,"Ithaca-Cortland, NY CSA",296
142177.0,27901.0,114276.0,"Jackson-Brownsville, TN CSA",297
646816.0,126103.0,520713.0,"Jackson-Vicksburg-Brookhaven, MS CSA",298
167010.0,30213.0,136797.0,"Jonesboro-Paragould, AR CSA",308
1540309.0,223444.0,1316865.0,"Jacksonville-St. Marys-Palatka, FL-GA CSA",300
494228.0,88339.0,405889.0,"Johnson City-Kingsport-Bristol, TN-VA CSA",304
199071.0,29050.0,170021.0,"Johnstown-Somerset, PA CSA",306
203627.0,34157.0,169470.0,"Joplin-Miami, MO-OK CSA",309
515526.0,85747.0,429779.0,"Kalamazoo-Battle Creek-Portage, MI CSA",310
2372414.0,288727.0,2083687.0,"Kansas City-Overland Park-Kansas City, MO-KS CSA",312
1083719.0,175697.0,908022.0,"Knoxville-Morristown-Sevierville, TN CSA",314
114723.0,18763.0,95960.0,"Kokomo-Peru, IN CSA",316
611989.0,119524.0,492465.0,"Lafayette-Opelousas-Morgan City, LA CSA",318
213498.0,25694.0,187804.0,"Lima-Van Wert-Celina, OH CSA",338
518582.0,84286.0,434296.0,"Lansing-East Lansing-Owosso, MI CSA",330
2327608.0,348917.0,1978691.0,"Las Vegas-Henderson, NV-AZ CSA",332
696191.0,121774.0,574417.0,"Lexington-Fayette--Richmond--Frankfort, KY CSA",336
329791.0,44248.0,285543.0,"Lincoln-Beatrice, NE CSA",339
229875.0,43048.0,186827.0,"Lafayette-West Lafayette-Frankfort, IN CSA",320
232672.0,39404.0,193268.0,"Lake Charles-Jennings, LA CSA",324
873820.0,140054.0,733766.0,"Little Rock-North Little Rock, AR CSA",340
272276.0,45722.0,226554.0,"Longview-Marshall, TX CSA",346
18292977.0,2889805.0,15403172.0,"Los Angeles-Long Beach, CA CSA",348
117509.0,16779.0,100730.0,"Mankato-New Ulm-North Mankato, MN CSA",359
1472009.0,195624.0,1276385.0,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN CSA",350
319824.0,59209.0,260615.0,"Lubbock-Levelland, TX CSA",352
405021.0,82913.0,322108.0,"Macon-Bibb County--Warner Robins, GA CSA",356
843801.0,102532.0,741269.0,"Madison-Janesville-Beloit, WI CSA",357
123633.0,21910.0,101723.0,"Manhattan-Junction City, KS CSA",358
891437.0,285859.0,605578.0,"McAllen-Edinburg, TX CSA",365
206119.0,31655.0,174464.0,"Mansfield-Ashland-Bucyrus, OH CSA",360
67099.0,14794.0,52305.0,"Martin-Union City, TN-KY CSA",362
224091.0,115948.0,108143.0,"Mayagüez-San Germán, PR CSA",364
6575890.0,1049372.0,5526518.0,"Miami-Fort Lauderdale-Port St. Lucie, FL CSA",370
317011.0,32978.0,284033.0,"Midland-Odessa, TX CSA",372
1999484.0,274312.0,1725172.0,"Milwaukee-Racine-Waukesha, WI CSA",376
3791315.0,363481.0,3427834.0,"Minneapolis-St. Paul, MN-WI CSA",378
99443.0,24753.0,74690.0,"Mount Pleasant-Alma, MI CSA",394
293185.0,50649.0,242536.0,"Medford-Grants Pass, OR CSA",366
1341629.0,256064.0,1085565.0,"Memphis-Forrest City, TN-MS-AR CSA",368
605021.0,101984.0,503037.0,"Mobile-Daphne-Fairhope, AL CSA",380
791095.0,152071.0,639024.0,"Modesto-Merced, CA CSA",382
240079.0,62044.0,178035.0,"Monroe-Ruston-Bastrop, LA CSA",384
183570.0,34344.0,149226.0,"Morgantown-Fairmont, WV CSA",390
111471.0,19065.0,92406.0,"Moses Lake-Othello, WA CSA",393
487733.0,80260.0,407473.0,"Myrtle Beach-Conway, SC-NC CSA",396
23286873.0,3100594.0,20186279.0,"New York-Newark, NY-NJ-CT-PA CSA",408
1913365.0,249966.0,1663399.0,"Nashville-Davidson--Murfreesboro, TN CSA",400
187405.0,27957.0,159448.0,"New Bern-Morehead City, NC CSA",404
1462175.0,271726.0,1190449.0,"New Orleans-Metairie-Hammond, LA-MS CSA",406
131756.0,23455.0,108301.0,"Paducah-Mayfield, KY-IL CSA",424
961639.0,120520.0,841119.0,"North Port-Sarasota, FL CSA",412
1387687.0,204422.0,1183265.0,"Oklahoma City-Shawnee, OK CSA",416
931606.0,104784.0,826822.0,"Omaha-Council Bluffs-Fremont, NE-IA CSA",420
3066828.0,466107.0,2600721.0,"Orlando-Deltona-Daytona Beach, FL CSA",422
53117.0,6048.0,47069.0,"Oskaloosa-Pella, IA CSA",423
149708.0,24715.0,124993.0,"Parkersburg-Marietta-Vienna, WV-OH CSA",425
485851.0,68811.0,417040.0,"Pensacola-Ferry Pass, FL-AL CSA",426
400232.0,49199.0,351033.0,"Peoria-Canton, IL CSA",427
6988497.0,926909.0,6061588.0,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",428
2572458.0,314954.0,2257504.0,"Pittsburgh-New Castle-Weirton, PA-OH-WV CSA",430
393072.0,205016.0,188056.0,"Ponce-Coamo-Santa Isabel, PR CSA",434
618571.0,65647.0,552924.0,"Portland-Lewiston-South Portland, ME CSA",438
111808.0,16286.0,95522.0,"Quincy-Hannibal, IL-MO CSA",448
3051552.0,404681.0,2646871.0,"Portland-Vancouver-Salem, OR-WA CSA",440
194752.0,37121.0,157631.0,"Pueblo-Cañon City, CO CSA",444
76302.0,19220.0,57082.0,"Pullman-Moscow, WA-ID CSA",446
595618.0,78435.0,517183.0,"Reno-Carson City-Fernley, NV CSA",456
2056461.0,270492.0,1785969.0,"Raleigh-Durham-Chapel Hill, NC CSA",450
163855.0,21164.0,142691.0,"Rapid City-Spearfish, SD CSA",452
238500.0,44976.0,193524.0,"Redding-Red Bluff, CA CSA",454
87322.0,15915.0,71407.0,"Richmond-Connersville, IN CSA",458
1130824.0,157265.0,973559.0,"Rochester-Batavia-Seneca Falls, NY CSA",464
431490.0,61687.0,369803.0,"Rockford-Freeport-Rochelle, IL CSA",466
295501.0,62726.0,232775.0,"Rocky Mount-Wilson-Roanoke Rapids, NC CSA",468
250244.0,23342.0,226902.0,"Rochester-Austin, MN CSA",462
115370.0,21926.0,93444.0,"Rome-Summerville, GA CSA",470
2499800.0,375622.0,2124178.0,"Sacramento-Roseville, CA CSA",472
373510.0,59363.0,314147.0,"Saginaw-Midland-Bay City, MI CSA",474
2841555.0,351228.0,2490327.0,"St. Louis-St. Charles-Farmington, MO-IL CSA",476
2467182.0,1034474.0,1432708.0,"San Juan-Carolina, PR CSA",490
507554.0,91035.0,416519.0,"Savannah-Hinesville-Statesboro, GA CSA",496
4530121.0,482909.0,4047212.0,"Seattle-Tacoma, WA CSA",500
523514.0,85904.0,437610.0,"Springfield-Branson, MO CSA",520
663016.0,105002.0,558014.0,"Springfield-Greenfield Town, MA CSA",521
298902.0,43443.0,255459.0,"Springfield-Jacksonville-Lincoln, IL CSA",522
217638.0,37754.0,179884.0,"State College-DuBois, PA CSA",524
36927.0,3872.0,33055.0,"Steamboat Springs-Craig, CO CSA",525
1747795.0,214841.0,1532954.0,"Virginia Beach-Norfolk, VA-NC CSA",545
2433118.0,246983.0,2186135.0,"Salt Lake City-Provo-Orem, UT CSA",482
8547709.0,905127.0,7642582.0,"San Jose-San Francisco-Oakland, CA CSA",488
176575.0,24198.0,152377.0,"Sioux City-Vermillion, IA-SD-NE CSA",512
703418.0,109532.0,593886.0,"South Bend-Elkhart-Mishawaka, IN-MI CSA",515
680716.0,99966.0,580750.0,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID CSA",518
265704.0,44528.0,221176.0,"Tyler-Jacksonville, TX CSA",540
118794.0,17952.0,100842.0,"Victoria-Port Lavaca, TX CSA",544
587243.0,150737.0,436506.0,"Visalia-Porterville-Hanford, CA CSA",546
9419505.0,859993.0,8559512.0,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",548
1025069.0,189618.0,835451.0,"Tucson-Nogales, AZ CSA",536
703826.0,104031.0,599795.0,"Syracuse-Auburn, NY CSA",532
381934.0,78049.0,303885.0,"Tallahassee-Bainbridge, FL-GA CSA",533
627758.0,108789.0,518969.0,"Toledo-Port Clinton, OH CSA",534
1124433.0,172708.0,951725.0,"Tulsa-Muskogee-Bartlesville, OK CSA",538
146795.0,21806.0,124989.0,"Williamsport-Lock Haven, PA CSA",558
631116.0,103929.0,527187.0,"Youngstown-Warren, OH-PA CSA",566
300002.0,33058.0,266944.0,"Wausau-Stevens Point-Wisconsin Rapids, WI CSA",554
664014.0,93132.0,570882.0,"Wichita-Arkansas City-Winfield, KS CSA",556
